insee_code,categorie_terrain,commune_name,median_price_m2,nb_transactions,perc_bare_land
82010,Terrains Standards,BARDIGUES,223.88059701492537,2,0.5
82011,Grands Domaines,BARRY D ISLEMADE,1.9157088122605364,1,1.0
82011,Terrains Standards,BARRY D ISLEMADE,121.59154145798553,6,0.5
82012,Terrains Standards,LES BARTHES,918.7282229965157,4,0.75
82013,Micro-terrains,BEAUMONT DE LOMAGNE,6049.545454545454,4,1.0
82013,Terrains Standards,BEAUMONT DE LOMAGNE,350.5154639175258,50,0.54
82014,Terrains Standards,BEAUPUY,741.9268292682926,6,0.6666666666666666
82016,Grands Domaines,BELVEZE,0.5512679162072768,1,1.0
82016,Micro-terrains,BELVEZE,1246.1770833333333,2,1.0
82016,Terrains Standards,BELVEZE,32.868460035872225,18,0.8888888888888888
82017,Micro-terrains,BESSENS,11373.438405797102,4,1.0
82017,Terrains Standards,BESSENS,462.0326199071686,22,0.6363636363636364
82018,Terrains Standards,BIOULE,156.78273485672833,17,0.5882352941176471
82019,Grands Domaines,BOUDOU,30.22670025188917,4,0.75
82019,Micro-terrains,BOUDOU,133.92857142857142,2,1.0
82019,Terrains Standards,BOUDOU,111.65513385885299,18,0.7222222222222222
82020,Terrains Standards,BOUILLAC,47.82146652497343,7,0.5714285714285714
82021,Terrains Standards,BOULOC-EN-QUERCY,964.2857142857143,5,0.8
82022,Grands Domaines,BOURG DE VISA,0.8338438499761759,2,1.0
82022,Micro-terrains,BOURG DE VISA,700.0,1,1.0
82022,Terrains Standards,BOURG DE VISA,666.6666666666666,1,0.0
82023,Micro-terrains,BOURRET,100.0,3,1.0
82023,Terrains Standards,BOURRET,90.12131715771231,2,0.5
82024,Micro-terrains,BRASSAC,2770.5627705627708,2,1.0
82024,Terrains Standards,BRASSAC,322.5806451612903,9,0.7777777777777778
82025,Grands Domaines,BRESSOLS,99.17893242379506,2,0.0
82025,Micro-terrains,BRESSOLS,6315.789473684211,1,1.0
82025,Terrains Standards,BRESSOLS,385.15484515484513,18,0.2777777777777778
82026,Grands Domaines,BRUNIQUEL,3.815398886827458,13,1.0
82026,Micro-terrains,BRUNIQUEL,6292.857142857143,2,1.0
82026,Terrains Standards,BRUNIQUEL,212.90322580645162,10,0.6
82027,Terrains Standards,CAMPSAS,359.5903165735568,12,0.6666666666666666
82028,Micro-terrains,CANALS,3718.75,1,1.0
82028,Terrains Standards,CANALS,135.53530751708428,1,0.0
82029,Grands Domaines,CASTANET,1.2206572769953052,1,1.0
82029,Micro-terrains,CASTANET,15166.666666666666,1,1.0
82029,Terrains Standards,CASTANET,82.59763190693809,6,0.6666666666666666
82030,Terrains Standards,CASTELFERRUS,72.91666666666667,3,0.3333333333333333
82031,Terrains Standards,CASTELMAYRAN,126.01260126012602,5,0.8
82032,Terrains Standards,CASTELSAGRAT,82.0800555298473,7,0.7142857142857143
82033,Micro-terrains,CASTELSARRASIN,2617.1875,8,1.0
82033,Terrains Standards,CASTELSARRASIN,264.0104211639755,100,0.45
82036,Terrains Standards,LE CAUSE,44.5,3,0.6666666666666666
82037,Grands Domaines,CAUSSADE,47.56939919197185,1,1.0
82037,Micro-terrains,CAUSSADE,2608.695652173913,7,0.5714285714285714
82037,Terrains Standards,CAUSSADE,272.92049412291567,72,0.4027777777777778
82038,Grands Domaines,CAYLUS,5.655408636396986,10,1.0
82038,Micro-terrains,CAYLUS,5552.036199095022,10,1.0
82038,Terrains Standards,CAYLUS,21.63543441226576,69,0.8405797101449275
82040,Terrains Standards,CAYRIECH,304.0,3,0.6666666666666666
82041,Grands Domaines,CAZALS,32.47959020329758,1,1.0
82041,Terrains Standards,CAZALS,666.6666666666666,13,0.7692307692307693
82042,Micro-terrains,CAZES-MONDENARD,1331.896551724138,2,0.5
82042,Terrains Standards,CAZES-MONDENARD,375.0,3,0.0
82043,Grands Domaines,COMBEROUGER,44.36671575846834,1,0.0
82043,Terrains Standards,COMBEROUGER,222.94749373433584,2,0.5
82044,Grands Domaines,CORBARIEU,128.30107986742223,8,0.625
82044,Terrains Standards,CORBARIEU,403.0,20,0.6
82045,Grands Domaines,CORDES TOLOSANNES,28.36152400478387,1,0.0
82045,Terrains Standards,CORDES TOLOSANNES,109.14454277286136,5,0.6
82047,Grands Domaines,CUMONT,11.373213509384556,2,1.0
82047,Terrains Standards,CUMONT,65.54650660257508,4,0.75
82048,Micro-terrains,DIEUPENTALE,17049.45,2,1.0
82048,Terrains Standards,DIEUPENTALE,258.0,21,0.6666666666666666
82049,Micro-terrains,DONZAC,3971.4285714285716,3,1.0
82049,Terrains Standards,DONZAC,152.94117647058823,13,0.6153846153846154
82050,Micro-terrains,DUNES,1175.0,1,1.0
82050,Terrains Standards,DUNES,152.67876301262083,20,0.6
82051,Micro-terrains,DURFORT-LACAPELETTE,16520.0,1,1.0
82051,Terrains Standards,DURFORT-LACAPELETTE,228.05867126833476,3,0.6666666666666666
82052,Micro-terrains,ESCATALENS,36666.666666666664,1,1.0
82052,Terrains Standards,ESCATALENS,101.5697137580794,3,0.3333333333333333
82053,Grands Domaines,ESCAZEAUX,62.5600495049505,1,0.0
82053,Micro-terrains,ESCAZEAUX,4421.951219512195,1,1.0
82053,Terrains Standards,ESCAZEAUX,880.1497588450425,4,0.75
82054,Terrains Standards,ESPALAIS,269.21945701357464,5,0.6
82055,Micro-terrains,ESPARSAC,514.7058823529412,2,0.5
82055,Terrains Standards,ESPARSAC,162.95954752788805,2,0.5
82056,Micro-terrains,ESPINAS,11666.666666666666,5,1.0
82056,Terrains Standards,ESPINAS,370.8587873823188,16,0.875
82057,Terrains Standards,FABAS,340.0,7,0.5714285714285714
82058,Terrains Standards,FAJOLLES,148.36666666666667,2,0.5
82060,Micro-terrains,FAUROUX,8319.907407407407,3,1.0
82060,Terrains Standards,FAUROUX,511.7027334851936,7,0.7142857142857143
82061,Micro-terrains,FENEYROLS,163.75,2,1.0
82061,Terrains Standards,FENEYROLS,1.8315018315018314,7,0.8571428571428571
82062,Micro-terrains,FINHAN,5566.666666666667,3,1.0
82062,Terrains Standards,FINHAN,225.46379612754964,20,0.4
82063,Terrains Standards,GARGANVILLAR,168.4958241758242,3,0.6666666666666666
82065,Grands Domaines,GASQUES,0.2508361204013378,1,1.0
82065,Micro-terrains,GASQUES,3902.575587905935,2,1.0
82065,Terrains Standards,GASQUES,230.6625782647585,20,0.6
82066,Terrains Standards,GENEBRIERES,17.358908372733257,2,1.0
82067,Terrains Standards,GENSAC,424.75728155339806,2,0.5
82068,Grands Domaines,GIMAT,16.226653559893272,3,0.6666666666666666
82068,Terrains Standards,GIMAT,84.53247480403135,5,0.8
82069,Grands Domaines,GINALS,1.2058694859251822,4,1.0
82069,Terrains Standards,GINALS,20.77918376652987,18,0.9444444444444444
82072,Grands Domaines,GOLFECH,2.1868349600058705,1,1.0
82072,Micro-terrains,GOLFECH,754.2857142857143,1,1.0
82072,Terrains Standards,GOLFECH,336.71399594320485,9,0.5555555555555556
82073,Grands Domaines,GOUDOURVILLE,41.509756932557345,1,0.0
