insee_code;school_name;secteur;ips_score
51612;BLANCHE DE NAVARRE;public;98.1
51446;ECOLE PRIMAIRE DE PRINGY;public;101.5
52444;ECOLE PRIMAIRE;public;88.1
52158;ECOLE ELEMENTAIRE;public;103.6
52246;ECOLE ELEMENTAIRE JORQUENAY;public;104.0
52104;ECOLE PRIMAIRE;public;99.5
52282;ECOLE PRIMAIRE;public;106.6
52205;ECOLE PRIMAIRE;public;114.4
52251;ECOLE ELEMENTAIRE;public;110.1
52448;ECOLE PRIMAIRE JEAN MACE ARAGO;public;103.5
52448;ECOLE ELEMENTAIRE LUCIE AUBRAC;public;73.7
52269;ECOLE PRIMAIRE PRIVEE SACRE COEUR;privé sous contrat;105.9
52405;ECOLE PRIMAIRE VAUX SOUS AUBIGNY;public;105.4
52121;ECOLE ELEMENTAIRE JACQUES PREVERT;public;75.3
52448;ECOLE PRIMAIRE CHARLES PEGUY;public;97.4
52258;ECOLE PRIMAIRE;public;89.8
52492;ECOLE PRIMAIRE CULMONT TORCENAY;public;96.3
52423;ECOLE PRIMAIRE;public;91.8
52398;ECOLE PRIMAIRE;public;86.3
52132;ECOLE PRIMAIRE ADRIEN RENARD;public;89.8
52248;ECOLE PRIMAIRE;public;97.9
52550;ECOLE PRIMAIRE CAMILLE CLAUDEL;public;90.2
53021;ECOLE PRIMAIRE PUBLIQUE;public;110.8
53048;ECOLE PRIMAIRE PUBLIQUE;public;97.5
53062;ECOLE PRIMAIRE PUBLIQUE DU BOUT DU MONDE;public;118.9
53068;ECOLE ELEMENTAIRE PUBLIQUE JOSEPH VALLEE;public;91.3
53078;ECOLE PRIMAIRE PUBLIQUE;public;98.4
53099;ECOLE PRIMAIRE PUBLIQUE PIERRE GIRARD;public;115.4
53103;ECOLE ELEMENTAIRE PUBLIQUE;public;101.4
53117;ECOLE PRIMAIRE PUBLIQUE;public;103.3
53121;ECOLE PRIMAIRE PUBLIQUE;public;85.0
53130;ECOLE PRIMAIRE PUBLIQUE THEVALLES;public;103.3
53219;ECOLE PRIMAIRE PUBLIQUE ROBERT DOISNEAU;public;96.0
53238;ECOLE PRIMAIRE PUBLIQUE LAMY MICHEL;public;89.0
53271;ECOLE ELEMENTAIRE PUBLIQUE HENRI SCHMITT;public;89.1
53113;ECOLE ELEMENTAIRE PUBLIQUE;public;103.9
53140;ECOLE ELEMENTAIRE PUBLIQUE JEAN DE LA FONTAINE;public;105.3
53127;ECOLE PRIMAIRE PRIVEE SAINT SAUVEUR;privé sous contrat;103.1
53130;ECOLE PRIMAIRE PRIVEE IMMACULEE CONCEPTION;privé sous contrat;131.1
53140;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;privé sous contrat;113.1
53147;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH SAINTE ANNE;privé sous contrat;107.6
53082;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;107.9
53110;ECOLE PRIMAIRE PRIVEE SAINT JEAN BAPTISTE;privé sous contrat;93.1
53181;ECOLE PRIMAIRE PRIVEE SAINT MICHEL;privé sous contrat;90.8
53185;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;100.4
33063;ECOLE ELEMENTAIRE PAUL BERT;public;135.6
33063;ECOLE ELEMENTAIRE JACQUES PREVERT;public;148.5
33003;ECOLE PRIMAIRE ROSA BONHEUR;public;93.8
33550;ECOLE ELEMENTAIRE JULES VERNE;public;100.1
33366;ECOLE PRIMAIRE PUBLIQUE LUCIE AUBRAC;public;91.8
34002;ECOLE PRIMAIRE LES CAUQUILLATS;public;102.9
34003;ECOLE ELEMENTAIRE JULES VERNE;public;100.5
34185;ECOLE PRIMAIRE;public;123.8
34198;ECOLE ELEMENTAIRE LA GUETTE;public;124.7
34219;ECOLE PRIMAIRE HENRI LAURIOL;public;105.2
34242;ECOLE PRIMAIRE;public;128.7
34258;ECOLE PRIMAIRE LA FONTAINE;public;104.8
34041;ECOLE PRIMAIRE ALBERT CAMUS;public;105.4
34111;ECOLE PRIMAIRE PRIVEE LA PRESENTATION SAINT JOSEPH;privé sous contrat;101.4
34154;ECOLE PRIMAIRE PRIVEE NOTRE DAME;privé sous contrat;126.7
34162;ECOLE PRIMAIRE PRIVEE DE PUYSEGUR;privé sous contrat;111.3
34172;ECOLE PRIMAIRE PRIVEE NOTRE DAME BONNE NOUVELLE;privé sous contrat;129.2
34172;ECOLE PRIMAIRE PRIVEE DE LA SALLE;privé sous contrat;134.9
34199;ECOLE PRIMAIRE PRIVEE SAINTE MARTHE;privé sous contrat;116.0
34270;ECOLE PRIMAIRE PRIVEE SAINT JEAN BAPTISTE;privé sous contrat;137.4
34284;ECOLE ELEMENTAIRE PRIVEE SAINT JOSEPH;privé sous contrat;110.7
34140;ECOLE PRIMAIRE PUBLIQUE JEAN MOULIN;public;108.0
34341;ECOLE ELEMENTAIRE FERDINAND BUISSON, GROUPE SCOLAIRE LA CAPITELLE;public;110.6
34095;ECOLE ELEMENTAIRE LES CIGALES;public;117.4
34069;ECOLE ELEMENTAIRE ANTOINE DE ST EXUPERY;public;95.6
34311;ECOLE PRIMAIRE PIERRETTE MAZEL;public;103.9
34172;ECOLE ELEMENTAIRE GARIBALDI;public;99.2
34189;ECOLE ELEMENTAIRE;public;97.9
34135;ECOLE ELEMENTAIRE;public;102.3
34172;ECOLE PRIMAIRE WINSTON CHURCHILL;public;110.7
34003;ECOLE ELEMENTAIRE ALBERT CAMUS;public;102.6
34082;ECOLE ELEMENTAIRE LES CIGALES;public;134.3
35001;ECOLE ELEMENTAIRE PUBLIQUE LE CHEVRE;public;128.7
35009;ECOLE PRIMAIRE PUBLIQUE VINCENT VAN GOGH;public;94.7
35035;ECOLE PRIMAIRE PUBLIQUE JEAN DE LA VARENDE;public;101.3
33063;ECOLE ELEMENTAIRE PUBLIQUE JEAN COCTEAU;public;140.8
33069;ECOLE ELEMENTAIRE CENTRE 1;public;121.7
33118;ECOLE DE LA PIMPINE;public;130.2
33119;ECOLE PRIMAIRE LES CAVAILLES;public;111.1
33144;ECOLE PRIMAIRE;public;99.9
33146;ECOLE PRIMAIRE;public;94.8
33177;ECOLE PRIMAIRE GEORGES MANDEL;public;88.0
33185;ECOLE PRIMAIRE BOURG;public;111.1
33199;ECOLE ELEMENTAIRE LEON GAMBETTA;public;111.4
33202;ECOLE PRIMAIRE NATHALIE CONSTANTINI;public;101.3
33205;ECOLE PRIMAIRE;public;110.3
33222;ECOLE ELEMENTAIRE SIMONE MIMBIELLE;public;101.9
33228;ECOLE ELEMENTAIRE;public;99.0
33234;ECOLE ELEMENTAIRE;public;129.5
33243;ECOLE PRIMAIRE ERRERA;public;106.3
33256;ECOLE ELEMENTAIRE SIMONE VEIL;public;112.1
33260;ECOLE PRIMAIRE;public;111.7
33281;ECOLE PRIMAIRE EDOUARD HERRIOT;public;116.5
33281;ECOLE PRIMAIRE FERDINAND BUISSON;public;83.1
33281;ECOLE ELEMENTAIRE JEAN JAURES 1;public;109.6
33281;ECOLE ELEMENTAIRE MARCELIN BERTHELOT;public;130.8
33281;ECOLE ELEMENTAIRE BOURRAN;public;108.0
33284;ECOLE PRIMAIRE LILLET;public;105.5
33296;ECOLE ELEMENTAIRE;public;94.6
33297;ECOLE ELEMENTAIRE DU BOURG;public;108.0
33300;ECOLE PRIMAIRE;public;96.5
33314;ECOLE PRIMAIRE SAINT LAMBERT;public;79.1
33322;ECOLE ELEMENTAIRE LE BOURG;public;116.7
33323;ECOLE PRIMAIRE;public;115.9
33345;ECOLE ELEMENTAIRE;public;100.2
33349;ECOLE PRIMAIRE GABRIEL MASSIAS;public;127.6
33363;ECOLE ELEMENTAIRE BOURG;public;116.3
33381;ECOLE ELEMENTAIRE;public;117.7
33412;ECOLE PRIMAIRE;public;86.2
33415;ECOLE PRIMAIRE;public;104.5
33433;ECOLE ELEMENTAIRE PAUL JEAN TOULET;public;106.7
33441;ECOLE ELEMENTAIRE;public;100.6
33442;ECOLE ELEMENTAIRE JEAN FRANCOIS MARTINEZ;public;91.6
33449;ECOLE ELEMENTAIRE MICHEL MONTAIGNE;public;121.6
33473;ECOLE ELEMENTAIRE;public;97.5
33475;ECOLE ELEMENTAIRE;public;96.0
33487;ECOLE PRIMAIRE;public;99.6
33517;ECOLE PRIMAIRE;public;97.1
33529;ECOLE ELEMENTAIRE CAZAUX LAFON;public;104.8
33542;ECOLE PRIMAIRE;public;103.6
33548;ECOLE PRIMAIRE BOUSSAT;public;102.5
33550;ECOLE ELEMENTAIRE LEON BLUM;public;92.7
33551;ECOLE ELEMENTAIRE;public;96.3
33162;ECOLE ELEMENTAIRE RAYMOND CLAVERIE;public;94.8
33195;GROUPE SCOLAIRE DE GRIGNOLS;public;88.0
33521;ECOLE ELEMENTAIRE;public;92.8
33081;ECOLE PRIMAIRE PRIVEE INSTITUTION J J LATASTE;privé sous contrat;120.7
33069;ECOLE PRIMAIRE PRIVEE INSTITUTION SAINTE ANNE;privé sous contrat;133.9
33063;ECOLE PRIMAIRE PRIVEE ALBERT LE GRAND;privé sous contrat;143.2
33063;ECOLE PRIMAIRE PRIVEE SAINT GENES;privé sous contrat;141.4
33138;ECOLE PRIMAIRE PRIVEE INSTITUTION NOTRE DAME SACRE COEUR;privé sous contrat;113.7
33069;ECOLE PRIMAIRE PRIVEE INSTITUTION JEANNE ARC;privé sous contrat;140.8
33039;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;privé sous contrat;115.2
33005;ECOLE PRIMAIRE PRIVEE BON ACCUEIL;privé sous contrat;115.9
33227;ECOLE PRIMAIRE PRIVEE INSTITUTION SAINTE MARIE;privé sous contrat;116.8
33240;ECOLE PRIMAIRE PRIVEE INSTITUTION NOTRE DAME;privé sous contrat;104.7
33274;ECOLE PRIMAIRE PRIVEE DES BOIS;privé sous contrat;131.3
33199;ECOLE ELEMENTAIRE JULES FERRY;public;119.5
33249;ECOLE ELEMENTAIRE CONDORCET;public;85.2
33314;ECOLE PRIMAIRE MOUSSET;public;81.3
33545;ECOLE PRIMAIRE LUCIE AUBRAC;public;90.8
33065;ECOLE ELEMENTAIRE ANDRE PEYNAUD;public;126.4
33063;ECOLE ELEMENTAIRE CAZEMAJOR;public;122.2
33249;ECOLE ELEMENTAIRE ALBERT CAMUS;public;76.8
33063;ECOLE ELEMENTAIRE RAYMOND POINCARE;public;118.3
33090;ECOLE ELEMENTAIRE JACQUES BREL;public;119.6
33233;ECOLE PRIMAIRE MANON CORMIER;public;96.4
33506;ECOLE ELEMENTAIRE;public;98.2
33096;ECOLE ELEMENTAIRE LOUIS PASTEUR;public;108.0
33281;ECOLE ELEMENTAIRE ANATOLE FRANCE;public;121.9
33014;ECOLE PRIMAIRE ROSA BONHEUR;public;107.2
33192;ECOLE ELEMENTAIRE MARTINON;public;122.9
33289;ECOLE PRIMAIRE;public;94.6
33164;ECOLE PRIMAIRE;public;112.8
33122;ECOLE ELEMENTAIRE MAGUICHE;public;123.3
33449;ECOLE ELEMENTAIRE HASTIGNAN;public;126.0
33192;ECOLE PRIMAIRE LE PIN FRANC;public;107.5
33122;ECOLE ELEMENTAIRE REJOUIT;public;140.0
33395;ECOLE ELEMENTAIRE PRIVEE SAINT ETIENNE;privé sous contrat;90.2
33115;ECOLE ELEMENTAIRE;public;94.8
33466;ECOLE PRIMAIRE;public;105.2
33514;ECOLE PRIMAIRE;public;94.8
33056;ECOLE ELEMENTAIRE BOURG;public;103.6
33330;ECOLE ELEMENTAIRE;public;125.2
33063;ECOLE ELEMENTAIRE ALBERT BARRAUD;public;142.5
33063;ECOLE ELEMENTAIRE MENUTS PHILIPPE;public;98.2
33192;ECOLE ELEMENTAIRE SAINT EXUPERY;public;136.9
33522;ECOLE PRIMAIRE PAUL LAPIE;public;118.3
33447;ECOLE PRIMAIRE JACQUES CHASTENET;public;87.8
33167;ECOLE ELEMENTAIRE JEAN JAURES;public;85.8
33032;ECOLE ELEMENTAIRE FRANCOIS VILLON;public;96.7
33063;ECOLE ELEMENTAIRE ANNE SYLVESTRE;public;80.4
33009;ECOLE PRIMAIRE PRIVEE SAINTE MARIE SAINT ELME;privé sous contrat;125.9
12026;ECOLE PRIMAIRE PUBLIQUE;public;103.8
12033;ECOLE PRIMAIRE PUBLIQUE ARSENE RATIER;public;102.3
12050;ECOLE ELEMENTAIRE PUBLIQUE;public;102.3
12092;ECOLE PRIMAIRE PUBLIQUE FRANCOIS FABIE;public;100.6
12100;ECOLE ELEMENTAIRE PUBLIQUE MARIE CURIE;public;96.2
12102;ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL;public;108.7
12270;ECOLE ELEMENTAIRE PUBLIQUE LAVERNHE;public;116.2
12140;ECOLE PRIMAIRE PUBLIQUE;public;113.5
12145;ECOLE PRIMAIRE PUBLIQUE BEAUREGARD;public;104.6
12154;ECOLE PRIMAIRE PUBLIQUE;public;98.6
12156;ECOLE PRIMAIRE PUBLIQUE LA VITARELLE;public;97.8
12193;ECOLE ELEMENTAIRE PUBLIQUE;public;104.8
12202;ECOLE PRIMAIRE PUBLIQUE PAUL RAMADIER;public;77.4
12209;ECOLE PRIMAIRE PUBLIQUE;public;93.9
12239;ECOLE ELEMENTAIRE PUBLIQUE;public;108.4
12215;ECOLE PRIMAIRE PUBLIQUE ARC EN CIEL;public;114.2
12105;ECOLE PRIMAIRE PRIVEE SAINT JEAN BAPTISTE;privé sous contrat;99.4
12138;ECOLE PRIMAIRE PRIVEE DES PRADES;privé sous contrat;109.3
12056;ECOLE PRIMAIRE PRIVEE SAINT DOMINIQUE;privé sous contrat;97.1
12057;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;privé sous contrat;105.3
12174;ECOLE PRIMAIRE PRIVEE LES GRILLONS;privé sous contrat;121.6
12198;ECOLE PRIMAIRE PRIVEE SAINTE FAMILLE;privé sous contrat;108.2
12199;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;100.8
12208;ECOLE PRIMAIRE PRIVEE SAINT JEAN BAPTISTE;privé sous contrat;108.4
12216;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;privé sous contrat;103.4
12270;ECOLE PRIMAIRE PRIVEE BON PASTEUR;privé sous contrat;96.4
12120;ECOLE PRIMAIRE PRIVEE SAINTE ANGELE;privé sous contrat;107.2
12162;ECOLE PRIMAIRE PUBLIQUE;public;109.4
12257;ECOLE PRIMAIRE PUBLIQUE GELLES;public;111.1
12119;ECOLE PRIMAIRE PRIVEE SAINT MATTHIEU;privé sous contrat;107.7
12202;JEAN ALBERT BESSIERE;public;112.3
12264;ECOLE ELEMENTAIRE PUBLIQUE SYLVAIN DIET;public;113.8
12145;ECOLE PRIMAIRE PUBLIQUE PUITS DE CALES;public;104.5
12043;ECOLE ELEMENTAIRE PUBLIQUE LA NAUZE CEIGNAC;public;116.1
12301;ECOLE PRIMAIRE PUBLIQUE LA BASTIDE;public;117.9
12202;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;116.6
13001;ECOLE ELEMENTAIRE JULES ISAAC;public;111.7
13001;ECOLE ELEMENTAIRE JULES FERRY;public;124.4
13001;ECOLE ELEMENTAIRE D APPLICATION SEXTIUS;public;115.8
13001;ECOLE ELEMENTAIRE COUTHERON FONTROUSSE;public;140.0
13002;ECOLE ELEMENTAIRE CENTRE;public;121.3
13002;ECOLE ELEMENTAIRE PIE D AUTRY;public;124.7
13004;ECOLE ELEMENTAIRE ANDRE BENOIT;public;101.3
13004;ECOLE ELEMENTAIRE MARIE MAURON;public;101.8
13005;ECOLE ELEMENTAIRE CHAULAN;public;98.2
13020;ECOLE ELEMENTAIRE JEAN MOULIN;public;122.8
13021;ECOLE ELEMENTAIRE SIMONE THOULOUZE;public;131.8
13024;ECOLE PRIMAIRE CHANTE PIE;public;110.1
13026;ECOLE ELEMENTAIRE RENE PERRIN;public;98.6
13028;ECOLE ELEMENTAIRE ABEILLE;public;91.2
13028;ECOLE ELEMENTAIRE LA GARDE;public;114.7
13028;ECOLE ELEMENTAIRE LOUIS MARIN;public;97.0
13035;ECOLE ELEMENTAIRE GABRIEL PERI;public;117.6
13036;ECOLE ELEMENTARE GABRIEL PERI;public;108.7
13039;ECOLE ELEMENTAIRE JEAN GIONO;public;97.9
13041;ECOLE ELEMENTAIRE PAUL CEZANNE;public;110.3
13212;ECOLE ELEMEN BEAUMONT BOMBARDIERE;public;102.5
13203;ECOLE ELEMENTAIRE BERNARD CADENAT;public;81.1
13204;ECOLE ELEMENTAIRE BOISSON;public;98.8
13215;ECOLE ELEMENTAIRE LES BORELS;public;100.3
13215;ECOLE ELEMENTAIRE LA CABUCELLE;public;78.7
13215;ECOLE ELEMENTAIRE CALADE;public;76.2
13214;ECOLE ELEMENTAIRE CANET LAROUSSE;public;72.3
13205;ECOLE ELEMENTAIRE OLIVIER GILLIBERT;public;122.8
13213;ECOLE ELEMENTAIRE MALPASSE;public;86.8
13209;ECOLE PRIMAIRE MAZARGUES BEAUCHENE;public;90.1
13211;ECOLE PRIMAIRE PARETTE MAZENODE;public;86.3
13212;ECOLE ELEMENTAIRE PETIT BOSQUET;public;101.2
13209;ECOLE ELEMENTAIRE VALMANTE;public;122.2
13215;ECOLE ELEMENTAIRE SAINT LOUIS GARE;public;75.2
13215;ECOLE ELEMENTAIRE SAINT LOUIS CAMPAGNE LEVEQUE;public;71.3
13208;ECOLE ELEMENTAIRE SAINTE ANNE;public;121.7
13205;ECOLE ELEMENTAIRE SAINTE CECILE;public;98.5
13214;ECOLE ELEMENTAIRE SAINTE MARTHE;public;82.0
13210;ECOLE ELEMENTAIRE LA TIMONE;public;106.2
13215;ECOLE ELEMENTAIRE VERDURON HAUT;public;110.3
13209;ECOLE ELEMENTAIRE CABOT;public;130.5
13210;ECOLE ELEMENTAIRE CAPELETTE MIREILLE LAUZE;public;103.4
13206;ECOLE ELEMENTAIRE FRIEDLAND;public;104.2
13202;ECOLE ELEMENTAIRE D APPLICATION DES ACCOULES;public;98.3
13056;ECOLE PRIMAIRE SAINT JULIEN;public;111.9
13062;ECOLE ELEMENTAIRE LES MOULIERES;public;133.1
13062;ECOLE ELEMENTAIRE MIMET VILLAGE;public;138.3
13066;ECOLE PRIMAIRE LOUISE MICHEL;public;106.9
13071;ECOLE PRIMAIRE LA RENARDIERE;public;122.0
13072;ECOLE ELEMENTAIRE JEAN JAURES;public;128.3
13075;ECOLE ELEMENTAIRE ANDRE MALRAUX 1;public;116.1
13075;ECOLE ELEMENTAIREE ANDRE MALRAUX 2;public;111.7
13077;ECOLE PRIMAIRE LES ARCADES LOUIS AZEMARD;public;100.1
13082;ECOLE ELEMENTAIRE ROBERT VERRIER;public;129.0
13084;ECOLE ELEMENTAIRE JULES FERRY;public;109.6
13119;ECOLE ELEMENTAIRE FREDERIC MISTRAL;public;113.1
13092;ECOLE ELEMENTAIRE IRENE JOLIOT CURIE;public;108.8
13101;ECOLE ELEMENTAIRE CENTRE L ESTELLO;public;126.7
13103;ECOLE ELEMENTAIRE LURIAN 1;public;102.8
13105;ECOLE PRIMAIRE JEAN MOULIN 2;public;98.8
13109;ECOLE ELEMENTAIRE DU THOLONET;public;132.6
13001;ECOLE ELEMENTAIRE D APPLICATION FREDERIC MISTRAL;public;102.6
13001;ECOLE ELEMENTAIRE LES GRANETTES;public;129.7
13215;ECOLE ELEMENTAIRE CASTELLAS LES LIONS;public;82.8
13209;ECOLE ELEMENTAIRE CHATEAU SEC;public;124.3
13215;ECOLE ELEMENTAIRE SAINT LOUIS LE ROVE;public;75.7
13054;ECOLE ELEMENTAIRE ALDERIC CHAVE;public;83.7
13077;ECOLE ELEMENTAIRE ANATOLE FRANCE 1;public;79.4
13210;ECOLE ELEMENTAIRE CHANTEPERDRIX;public;86.0
13209;ECOLE ELEMENTAIRE MAZARGUES VACCARO;public;121.5
13203;ECOLE PRIMAIRE PRIVEE EXTERNAT ST FRANCOIS D ASSISE;privé sous contrat;106.6
13203;ECOLE PRIMAIRE PRIVEE SAINT MAURONT;privé sous contrat;81.4
13215;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LA VISTE;privé sous contrat;104.4
13001;ECOLE ELEMENTAIRE GIONO SCHWEITZER;public;80.2
13039;ECOLE ELEMENTAIRE MICHEL GERACHIOS;public;101.9
13204;ECOLE ELEMENTAIRE PRIVEE VITAGLIANO;privé sous contrat;89.5
13041;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;126.1
13004;ECOLE PRIMAIRE PRIVEE SAINT ETIENNE;privé sous contrat;111.7
13027;ECOLE PRIMAIRE PRIVEE SAINT DENYS SAINT JOSEPH;privé sous contrat;111.5
13045;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;privé sous contrat;108.7
13208;ECOLE ELEMENTAIRE PRIVEE PROVENCE;privé sous contrat;146.3
13208;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;privé sous contrat;144.8
13206;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LA PAIX;privé sous contrat;136.7
13206;ECOLE PRIMAIRE PRIVEE NOTRE DAME;privé sous contrat;139.7
13206;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE FRANCE;privé sous contrat;136.6
13213;ECOLE PRIMAIRE PRIVEE SEVIGNE;privé sous contrat;122.9
13212;ECOLE PRIMAIRE PRIVEE SAINT BARNABE;privé sous contrat;140.9
13066;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;118.9
13052;ECOLE PRIMAIRE PRIVEE NOTRE DAME GRACE SAINT JOSEPH;privé sous contrat;117.4
13028;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;privé sous contrat;127.1
13014;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE CADEROT;privé sous contrat;115.0
13103;ECOLE PRIMAIRE PRIVEE VIALA LACOSTE;privé sous contrat;134.7
13069;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;privé sous contrat;132.1
13103;ECOLE ELEMENTAIRE SAINT NORBERT;public;70.3
13001;ECOLE ELEMENTAIRE LA MARESCHALE;public;116.3
13001;ECOLE ELEMENTAIRE JEAN MAUREL;public;131.8
13212;ECOLE ELEMENTAIRE MONTOLIVET;public;126.9
13212;ECOLE ELEMENTAIRE BOIS LEMAITRE;public;101.8
13056;ECOLE ELEMENTAIRE PAUL DI LORTO;public;80.4
13071;ECOLE ELEMENTAIRE LES AMANDIERS;public;119.4
13063;ECOLE PRIMAIRE MARCEL GRESSET;public;91.6
13213;ECOLE ELEMENTAIRE ROSE LA GARDE;public;71.1
13077;ECOLE ELEMENTAIRE VICTOR HUGO;public;73.0
13117;ECOLE ELEMENTAIRE JEAN DE LA FONTAINE;public;88.4
13215;ECOLE ELEMENTAIRE SAVINE;public;78.4
13097;ECOLE ELEMENTAIRE LION D OR SUD;public;107.9
13004;ECOLE ELEMENTAIRE HENRI WALLON;public;79.2
13097;ECOLE ELEMENTAIRE MARCEL PAGNOL;public;106.5
13211;ECOLE ELEMENTAIRE LES NEREIDES;public;72.3
13063;ECOLE PRIMAIRE GERARD PHILIPE;public;93.1
13054;ECOLE ELEMENTAIRE LE CARESTIER;public;104.4
13014;ECOLE ELEMENTAIRE PAUL LANGEVIN;public;74.7
13051;ECOLE PRIMAIRE VAL DE SIBOURG;public;123.6
13050;ECOLE ELEMENTAIRE VINCENT VAN GOGH;public;123.8
13071;ECOLE ELEMENTAIRE LES BOUROUMETTES;public;117.9
13208;ECOLE PRIMAIRE BONNEVEINE2;public;138.9
13039;ECOLE ELEMENTAIRE LE MAZET;public;91.5
13043;ECOLE PRIMAIRE MARCEL PAGNOL;public;96.0
13117;ECOLE ELEMENTAIRE LA CONQUE;public;118.1
13211;ECOLE PRIMAIRE PRIVEE LOUISE DE MARILLAC;privé sous contrat;138.0
13091;ECOLE ELEMENTAIRE DE LA TOULOUBRE;public;128.9
13110;ECOLE ELEMENTAIRE VICTOR HUGO;public;113.3
13117;ECOLE ELEMENTAIRE LUCIE AUBRAC;public;83.7
13054;ECOLE ELEMENTAIRE MARCEL PAGNOL;public;114.6
13210;ECOLE PRIMAIRE CAPELETTE CAP EST;public;112.5
13214;ECOLE PRIMAIRE SAINTE MARTHE AUDISIO;public;97.6
13023;ECOLE PRIMAIRE PUBLIQUE JEAN D ORMESSON;public;123.5
13202;ECOLE ELEMENTAIRE MADRAGUE VILLE ODDO;public;70.5
14714;ECOLE PRIMAIRE;public;97.5
14663;ECOLE PRIMAIRE;public;109.4
14124;ECOLE PRIMAIRE;public;95.7
14676;ECOLE PRIMAIRE HUBERT BODIN;public;112.2
14005;ECOLE PRIMAIRE EDMONE ROBERT;public;99.4
14057;ECOLE PRIMAIRE;public;94.9
14287;ECOLE PRIMAIRE DOCTEUR DERRIEN;public;100.8
14675;ECOLE PRIMAIRE NICOLAS COPERNIC;public;109.6
14290;ECOLE PRIMAIRE;public;115.4
14431;ECOLE PRIMAIRE;public;97.1
14118;ECOLE PRIMAIRE D APPLICATION HAIE VIGNE;public;129.1
14118;ECOLE PRIMAIRE JEAN GUEHENNO;public;138.0
14118;ECOLE ELEMENTAIRE VICTOR LESAGE;public;117.9
14406;ECOLE PRIMAIRE;public;121.3
14275;ECOLE PRIMAIRE A B F R;public;117.0
14304;ECOLE PRIMAIRE;public;117.0
14193;ECOLE PRIMAIRE;public;101.6
14366;ECOLE PRIMAIRE MARIE CURIE;public;89.6
14752;ECOLE ELEMENTAIRE;public;104.2
14085;ECOLE PRIMAIRE;public;95.5
14060;ECOLE PRIMAIRE JEAN ET MARIE DESCHAMPS;public;116.0
14488;ECOLE PRIMAIRE ISABELLE AUTISSIER;public;109.3
14558;ECOLE PRIMAIRE CLEMENT DESIRE FERARD;public;108.0
14206;ECOLE PRIMAIRE DE CROCY;public;93.1
14543;ECOLE ELEMENTAIRE LES ROSEAUX;public;125.9
14020;ECOLE PRIMAIRE DOCTEUR DERRIEN;public;96.3
14167;ECOLE ELEMENTAIRE HENRI SELLIER;public;86.6
14246;ECOLE PRIMAIRE JULES VERNES;public;110.7
14328;ECOLE PRIMAIRE;public;112.0
14712;ECOLE ELEMENTAIRE;public;111.8
14241;ECOLE PRIMAIRE;public;116.2
14082;ECOLE PRIMAIRE VINCENT AURIOL;public;102.5
14347;ECOLE PRIMAIRE;public;99.1
14061;ECOLE PRIMAIRE ARC EN CIEL;public;97.3
14762;ECOLE ELEMENTAIRE HUGUES AUFRAY;public;109.4
14762;ECOLE PRIMAIRE JACQUES PREVERT;public;94.5
14762;ECOLE PRIMAIRE GROUPE CASTEL;public;109.6
14514;ECOLE ELEMENTAIRE PRIVEE BON PASTEUR;privé sous contrat;114.0
14488;ECOLE ELEMENTAIRE PRIVEE SACRE COEUR;privé sous contrat;116.0
14478;ECOLE ELEMENTAIRE PRIVEE NOTRE DAME;privé sous contrat;102.1
14118;ECOLE PRIMAIRE HENRI BRUNET;public;132.9
14327;ECOLE PRIMAIRE PIERRE GRINGOIRE;public;81.8
14354;ECOLE PRIMAIRE SILAS;public;121.9
14409;ECOLE ELEMENTAIRE;public;121.1
14689;ECOLE PRIMAIRE PAUL HEROULT;public;108.2
14384;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;privé sous contrat;116.5
14692;ECOLE ELEMENTAIRE PRIVEE SACRE COEUR;privé sous contrat;110.4
14715;ECOLE ELEMENTAIRE PRIVEE JEANNE D ARC;privé sous contrat;123.1
14228;ECOLE ELEMENTAIRE PRIVEE COURS NOTRE DAME;privé sous contrat;127.8
14311;ECOLE ELEMENTAIRE PRIVEE SAINT PIE10;privé sous contrat;119.7
14137;ECOLE PRIMAIRE JACQUES CARTIER;public;108.2
14047;ECOLE PRIMAIRE REINE MATHILDE;public;112.2
14118;ECOLE PRIMAIRE EUSTACHE RESTOUT;public;87.2
