insee_code;school_name;secteur;ips_score
22050;ECOLE PRIMAIRE PRIVEE DUGUESCLIN;privé sous contrat;125.1
22338;ECOLE PRIMAIRE PUBLIQUE DE SQUIFFIEC;public;92.2
22346;ECOLE PRIMAIRE PUBLIQUE 1 2 3 SOLEIL;public;94.6
22278;ECOLE PRIMAIRE PUBLIQUE YVES DOLLO;public;99.3
22161;ECOLE PRIMAIRE PUBLIQUE GILLES SERVAT;public;112.2
22012;ECOLE PRIMAIRE PUBLIQUE DE LA BOUILLIE;public;97.9
22047;ECOLE PRIMAIRE PUBLIQUE DE CORLAY;public;92.0
22158;ECOLE PRIMAIRE PUBLIQUE DE GUERLEDAN;public;98.6
22190;ECOLE PRIMAIRE PUBLIQUE GEORGES HERVE;public;105.4
22032;ECOLE PRIMAIRE PUBLIQUE LA FONTAINE CARIOU;public;102.4
22222;ECOLE PRIMAIRE PUBLIQUE MONA ET JACQUES OZOUF;public;106.3
22278;ECOLE PRIMAIRE PUBLIQUE BEAUVALLON;public;90.9
22195;ECOLE PRIMAIRE PUBLIQUE DE LA PRESQU ILE;public;99.7
22162;ECOLE PRIMAIRE PRIVEE SAINTE ELISABETH;privé sous contrat;114.4
22239;ECOLE PRIMAIRE PUBLIQUE DE PLUMAUDAN;public;93.1
22278;ECOLE PRIMAIRE PUBLIQUE JACQUES BREL;public;89.0
22272;ECOLE ELEMENTAIRE PUBLIQUE DE SAINT AGATHON;public;107.1
22242;ECOLE PRIMAIRE PUBLIQUE DE PLURIEN;public;104.2
22113;ECOLE PRIMAIRE PRIVEE DIWAN;privé sous contrat;115.0
23241;ECOLE PRIMAIRE;public;114.3
23022;ECOLE PRIMAIRE;public;98.6
23035;ECOLE PRIMAIRE;public;117.5
23139;ECOLE PRIMAIRE GROUPE MARCEL RICHARD;public;92.0
23077;ECOLE PRIMAIRE;public;132.8
23235;ECOLE PRIMAIRE;public;111.5
23007;ECOLE PRIMAIRE;public;106.7
23206;ECOLE PRIMAIRE;public;102.6
23100;ECOLE PRIMAIRE;public;99.3
23165;ECOLE PRIMAIRE;public;100.5
23151;ECOLE PRIMAIRE;public;101.3
23076;ECOLE PRIMAIRE PRIVEE SAINTE JEANNE D ARC;privé sous contrat;105.2
23064;ECOLE PRIMAIRE;public;102.2
23245;ECOLE ELEMENTAIRE PUBLIQUE;public;107.8
23031;ECOLE ELEMENTAIRE;public;98.6
23093;ECOLE ELEMENTAIRE;public;105.6
23015;ECOLE PRIMAIRE;public;105.0
23095;ECOLE PRIMAIRE;public;105.6
24177;ECOLE PRIMAIRE;public;91.2
24150;ECOLE ELEMENTAIRE;public;108.8
24263;ECOLE PRIMAIRE;public;93.3
24037;ECOLE ELEMENTAIRE JEAN MOULIN;public;71.3
24145;ECOLE ELEMENTAIRE;public;100.2
24055;ECOLE PRIMAIRE ANGELE LAURIER;public;98.8
24106;ECOLE ELEMENTAIRE;public;102.0
24364;ECOLE PRIMAIRE;public;103.8
24557;ECOLE ELEMENTAIRE EMILE ZOLA;public;107.4
24398;ECOLE ELEMENTAIRE;public;99.7
24236;ECOLE ELEMENTAIRE;public;97.4
24376;ECOLE ELEMENTAIRE N ET L BERTRAND;public;99.0
24268;ECOLE PRIMAIRE;public;94.1
24082;ECOLE PRIMAIRE;public;106.6
24091;ECOLE PRIMAIRE;public;100.5
24255;ECOLE ELEMENTAIRE;public;99.6
24520;ECOLE ELEMENTAIRE;public;97.0
24308;ECOLE PRIMAIRE;public;102.9
24030;ECOLE PRIMAIRE;public;99.5
24466;ECOLE ELEMENTAIRE;public;94.7
24370;ECOLE PRIMAIRE PIERRE TILLET;public;87.2
24120;ECOLE ELEMENTAIRE;public;100.0
24182;ECOLE PRIMAIRE;public;93.3
24294;ECOLE PRIMAIRE;public;99.3
24037;ECOLE PRIMAIRE PRIVEE FENELON GUY;privé sous contrat;119.4
24167;ECOLE PRIMAIRE PRIVEE NOTRE DAME;privé sous contrat;117.0
24322;ECOLE PRIMAIRE PRIVEE SAINT MARTIN;privé sous contrat;120.6
24037;ECOLE ELEMENTAIRE SIMONE VEIL;public;96.7
24102;ECOLE ELEMENTAIRE;public;102.9
24214;ECOLE PRIMAIRE;public;88.2
25015;ECOLE PRIMAIRE INTERCOMMUNALE;public;108.8
25018;ECOLE ELEMENTAIRE;public;100.5
25020;ECOLE PRIMAIRE;public;104.0
25056;ECOLE PRIMAIRE MONTBOUCONS;public;111.0
25082;ECOLE PRIMAIRE;public;107.2
25631;ECOLE PRIMAIRE;public;112.3
25105;GROUPE SCOLAIRE THIERRY DAIGRE;public;105.9
25126;ECOLE PRIMAIRE;public;111.5
25195;ECOLE PRIMAIRE;public;113.8
25219;ECOLE PRIMAIRE;public;99.1
25229;ECOLE PRIMAIRE;public;100.2
25245;ECOLE PRIMAIRE;public;115.7
25282;ECOLE ELEMENTAIRE;public;100.6
25296;ECOLE PRIMAIRE;public;115.7
25367;ECOLE ELEMENTAIRE LES ESTELLES;public;80.4
25424;ECOLE DES PREMIERS SAPINS;public;108.3
25442;ECOLE PRIMAIRE INTERCOMMUNALE;public;111.9
25143;ECOLE PRIMAIRE;public;110.0
25462;ECOLE ELEMENTAIRE CYRIL CLERC;public;102.6
25485;ECOLE ELEMENTAIRE;public;100.6
25502;ECOLE ELEMENTAIRE;public;107.0
25523;ECOLE PRIMAIRE;public;115.7
25571;ECOLE PRIMAIRE INTERCOMMUNALE;public;88.9
25615;ECOLE PRIMAIRE INTERCOMMUNALE;public;94.9
25056;ECOLE ELEMENTAIRE TRISTAN BERNARD;public;104.7
25462;ECOLE PRIMAIRE LOUIS PERGAUD;public;88.3
25508;ECOLE ELEMENTAIRE H LAMARCHE;public;107.9
25512;ECOLE PRIMAIRE LES GENTIANES;public;88.5
25519;ECOLE ELEMENTAIRE;public;91.4
25021;ECOLE PRIMAIRE;public;106.0
25462;ECOLE ELEMENTAIRE VAUTHIER;public;91.9
25259;ECOLE ELEMENTAIRE XAVIER MARMIER;public;98.5
25418;ECOLE PRIMAIRE;public;121.9
25394;ECOLE ELEMENTAIRE;public;108.7
25526;ECOLE PRIMAIRE LES FEUNUS;public;94.9
25527;ECOLE PRIMAIRE CLAUDE NICOLAS LEDOUX;public;106.1
25127;ECOLE ELEMENTAIRE;public;94.6
25133;ECOLE ELEMENTAIRE BELLEVUE;public;126.7
25204;ECOLE ELEMENTAIRE;public;98.0
25056;ECOLE PRIMAIRE CONDORCET;public;95.8
25370;ECOLE ELEMENTAIRE LES TILLEULS;public;105.6
25056;ECOLE ELEMENTAIRE JULES FERRY;public;98.7
25056;ECOLE ELEMENTAIRE PIERRE ET MARIE CURIE;public;97.4
25056;ECOLE ELEMENTAIRE FANART;public;116.0
25036;ECOLE DU PONT BLEU;public;117.0
25022;ECOLE PRIMAIRE PUBLIQUE DES 20 COEURS;public;107.8
25031;ECOLE PRIMAIRE AUTOS;public;76.2
25056;ECOLE ELEMENTAIRE LA VIOTTE;public;105.8
25388;ECOLE PRIMAIRE COTEAU JOUVENT;public;65.9
25388;ECOLE ELEMENTAIRE FOSSES;public;108.2
25196;ECOLE PRIMAIRE LA COMBOTTE;public;106.7
25388;ECOLE PRIMAIRE HUGO VICTOR;public;78.0
25580;ECOLE ELEMENTAIRE PIERRE DONZELOT;public;68.6
25388;ECOLE ELEMENTAIRE PETIT CHENOIS;public;66.5
25632;ECOLE ELEMENTAIRE;public;101.7
25347;ECOLE PRIMAIRE INTERCOMMUNALE;public;106.3
25482;ECOLE PRIMAIRE E VAGNEUX;public;109.5
25591;ECOLE ELEMENTAIRE;public;89.3
25434;ECOLE ELEMENTAIRE;public;101.7
26064;ECOLE PUBLIQUE GUSTAVE ANDRE;public;113.3
26064;ECOLE PUBLIQUE JEROME CAVALLI;public;113.2
26065;ECOLE PUBLIQUE GUSTAVE ANDRE;public;109.6
26077;ECOLE PUBLIQUE CHARMES SUR L HERBASSE;public;107.8
26095;ECOLE PUBLIQUE CLEON D ANDRAN;public;102.1
26106;ECOLE PUBLIQUE CLAUDETTE PENELON;public;94.1
26121;ECOLE PUBLIQUE ESPELUCHE;public;113.4
26212;ECOLE ELEMENTAIRE DES DEUX RUISSEAUX;public;118.7
26215;ECOLE PUBLIQUE LA MOTTE CHALENCON;public;107.4
26235;ECOLE PRIMAIRE CHARLES LOUIS DAUDEL;public;91.2
26247;ECOLE PUBLIQUE PONSAS;public;117.1
26276;ECOLE PRIMAIRE ROCHE ST SECRET BECONNE;public;108.3
26281;ECOLE PRIMAIRE PAUL LANGEVIN;public;65.1
26287;ECOLE PRIMAIRE ROYNAC;public;115.8
26304;ECOLE PRIMAIRE ST FERREOL TRENTE PAS;public;107.8
26312;ECOLE PRIMAIRE ROBERT GOULET;public;115.1
26317;ECOLE PRIMAIRE ST MAURICE SUR EYGUES;public;104.9
26333;ECOLE ELEMENTAIRE PUBLIQUE DUMONTEIL;public;93.6
26340;ECOLE PRIMAIRE SEDERONNAIS;public;106.8
26352;ECOLE PRIMAIRE LA TOUCHE;public;110.0
26355;ECOLE PRIMAIRE TRIORS;public;104.4
26362;ECOLE PRIMAIRE KERGOMARD RECAMIER;public;107.1
26365;ECOLE PRIMAIRE VAUNAVEYS LA ROCHETTE;public;112.6
26009;ECOLE PRIMAIRE CREUX DE LA THINE;public;87.5
26016;ECOLE PRIMAIRE AUBRES;public;108.4
26032;ECOLE PRIMAIRE LA BAUME CORNILLANE;public;122.1
26039;ECOLE FELICIEN CHABERT;public;106.5
26045;ECOLE FREDERIC PARADIS;public;111.8
26138;ECOLE ELEMENTAIRE PUBLIQUE;public;101.8
26143;ECOLE LE GRAND SERRE;public;92.3
26173;ECOLE MARCHES;public;119.7
26178;ECOLE MENGLON;public;106.2
26185;ECOLE PUBLIQUE MIRMANDE;public;112.4
26196;ECOLE MONTELEGER;public;121.7
26197;ECOLE EMILE JUGE;public;114.4
26333;ECOLE PRIMAIRE SAINT JOSEPH;privé sous contrat;104.0
26362;ECOLE PRIMAIRE NOTRE DAME;privé sous contrat;116.8
26031;ECOLE PUBLIQUE LA BATIE ROLLAND;public;100.6
26165;ECOLE PRIVEE ANNE CARTIER;privé sous contrat;110.1
26295;ECOLE PRIVEE SAINTE MARIE;privé sous contrat;105.7
26166;ECOLE PUBLIQUE JEAN JACQUES ROUSSEAU;public;97.2
26250;ECOLE PUBLIQUE PONT DE L ISERE;public;98.6
26011;ECOLE PUBLIQUE JULES FERRY;public;109.4
26281;ECOLE PUBLIQUE JACQUEMART;public;84.7
26281;ECOLE PUBLIQUE LUCIE ET RAYMOND AUBRAC;public;99.0
26096;ECOLE PUBLIQUE GEORGES BRASSENS;public;102.3
26311;ECOLE PUBLIQUE PAUL JACQUES BONZON;public;107.0
26188;ECOLE PUBLIQUE FELIX RAYMOND;public;105.2
26057;ECOLE PRIMAIRE MARCEL PAGNOL;public;105.4
26362;ECOLE PRIMAIRE LAPRAT;public;113.9
26281;ECOLE PRIMAIRE LES ARNAUDS;public;73.2
26146;ECOLE PRIMAIRE EMILE LOUBET;public;116.1
26058;ECOLE PRIMAIRE ROBERT MONNET;public;125.7
26166;ECOLE PRIMAIRE JULES FERRY;public;109.3
26108;ECOLE PRIMAIRE CHARLES ROYANNEZ;public;106.2
26198;ECOLE PRIMAIRE LA GONDOLE;public;110.5
26058;ECOLE PRIMAIRE JACQUES REYNAUD;public;101.3
26324;ECOLE PRIMAIRE PLEIN SOLEIL;public;112.2
26362;ECOLE LOUIS PERGAUD;public;104.3
26243;ECOLE LE POET LAVAL;public;113.9
26058;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;privé sous contrat;116.2
26108;ECOLE GEORGES BRASSENS;public;86.6
26293;ECOLE PRIMAIRE ST AVIT;public;114.9
26313;ECOLE J L BOUVIER;public;102.4
27229;ECOLE ELEMENTAIRE ISAMBARD;public;88.8
27229;ECOLE ELEMENTAIRE LE PUITS CARRE;public;108.7
27229;GROUPE SCOLAIRE JEAN MOULIN;public;101.2
27020;ECOLE PRIMAIRE;public;113.2
27044;ECOLE ELEMENTAIRE;public;110.7
27410;ECOLE PRIMAIRE;public;117.1
04209;ECOLE PRIMAIRE VERDUN;public;92.6
04070;ECOLE PRIMAIRE LE PIGEONNIER;public;77.0
04049;ECOLE PRIMAIRE PAUL LANGEVIN;public;103.6
05165;ECOLE PRIMAIRE;public;106.2
05101;ECOLE ELEMENTAIRE;public;119.2
05023;ECOLE PRIMAIRE FORVILLE;public;116.4
05161;ECOLE PRIMAIRE;public;121.9
05059;ECOLE ELEMENTAIRE;public;111.2
27119;ECOLE PRIMAIRE PAUL DELABRE;public;105.4
27158;ECOLE PRIMAIRE;public;112.0
27696;ECOLE PRIMAIRE;public;112.3
27230;ECOLE ELEMENTAIRE JULES FERRY;public;105.6
27593;ECOLE PRIMAIRE LOUIS PERGAUD;public;106.2
27322;ECOLE ELEMENTAIRE LA VALLEE;public;114.2
27351;ECOLE PRIMAIRE;public;105.4
27375;ECOLE ELEMENTAIRE ANATOLE FRANCE;public;88.0
27057;ECOLE ELEMENTAIRE;public;106.8
27282;ECOLE ELEMENTAIRE;public;107.9
27524;ECOLE PRIMAIRE;public;100.5
27641;ECOLE ELEMENTAIRE;public;110.0
27104;ECOLE ELEMENTAIRE;public;103.1
27097;ECOLE PRIMAIRE;public;95.1
27473;ECOLE PRIMAIRE;public;91.0
27333;ECOLE PRIMAIRE;public;101.1
27187;ECOLE ELEMENTAIRE;public;106.9
27393;ECOLE PRIMAIRE;public;99.8
27167;ECOLE PRIMAIRE LA PETITE CONDEENNE;public;101.0
27606;ECOLE ELEMENTAIRE;public;106.7
27518;ECOLE PRIMAIRE;public;97.7
27497;ECOLE PRIMAIRE;public;94.3
27054;ECOLE ELEMENTAIRE;public;96.3
27047;ECOLE ELEMENTAIRE;public;96.4
27423;ECOLE PRIMAIRE;public;120.3
27643;ECOLE PRIMAIRE;public;98.1
27072;ECOLE PRIMAIRE LES COSMOS;public;120.6
27540;ECOLE PRIMAIRE;public;107.9
27005;ECOLE PRIMAIRE;public;104.3
27025;ECOLE PRIMAIRE SIMONE SIGNORET;public;101.2
27525;ECOLE PRIMAIRE DES QUATRE PAYS;public;118.6
27681;ECOLE ELEMENTAIRE PIERRE BONNARD;public;90.7
27623;ECOLE PRIMAIRE CLAUDE POIRET;public;100.0
27226;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE JOIE;privé sous contrat;109.6
27681;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;privé sous contrat;128.4
27372;ECOLE ELEMENTAIRE;public;100.0
27438;ECOLE PRIMAIRE DE NONANCOURT;public;88.7
27079;ECOLE PRIMAIRE LA MARE AUTOUR;public;90.9
27681;ECOLE ELEMENTAIRE MAXIME MARCHAND;public;121.1
27280;ECOLE PRIMAIRE;public;96.0
27263;ECOLE PRIMAIRE SAINT OUEN DES CHAMPS;public;99.1
27638;ECOLE ELEMENTAIRE GEORGES CHARPAK;public;112.4
27598;ECOLE ELEMENTAIRE;public;104.3
27375;ECOLE PRIMAIRE LE HAMELET;public;109.5
27629;ECOLE ELEMENTAIRE;public;97.1
27701;ECOLE PRIMAIRE LES CERFS VOLANTS;public;70.3
27279;ECOLE ELEMENTAIRE CASTLE DONINGTON;public;97.3
27299;ECOLE PRIMAIRE PAUL LANGEVIN HENRI WALLON;public;102.7
27022;ECOLE ELEMENTAIRE GRAND CHARLEMAGNE;public;93.3
27397;ECOLE PRIMAIRE COULEURS ARC EN CIEL;public;106.5
27599;ECOLE PRIMAIRE DES SOURCES;public;110.1
27082;ECOLE PRIMAIRE LA FORGE;public;97.6
27414;ECOLE PRIMAIRE;public;90.7
27348;ECOLE PRIMAIRE;public;112.6
27229;ECOLE PRIMAIRE LE CLOS AU DUC;public;95.8
27214;ECOLE PRIMAIRE;public;101.9
27622;ECOLE ELEMENTAIRE LOUISE MICHEL JEAN JAURES;public;90.6
27157;ECOLE PRIMAIRE GASTON BACHELARD;public;99.4
27562;ECOLE ELEMENTAIRE JULES FERRY;public;105.7
27467;ECOLE PRIMAIRE ANTOINE DE SAINT EXUPERY HELENE BOUCHER;public;77.0
27602;ECOLE PRIMAIRE MARIE LAURENCIN;public;100.4
28134;ECOLE ELEMENTAIRE PAUL BERT;public;86.7
28134;ECOLE ELEMENTAIRE MICHELET;public;81.1
28134;ECOLE ELEMENTAIRE GAMBETTA;public;86.8
28014;ECOLE PRIMAIRE MAURICE HUREL;public;97.1
28404;ECOLE ELEMENTAIRE HUGO BRASSENS;public;95.4
28373;ECOLE ELEMENTAIRE JACQUES YVES COUSTEAU;public;96.7
28310;ECOLE ELEMENTAIRE;public;86.8
28325;ECOLE ELEMENTAIRE;public;111.8
28218;ECOLE ELEMENTAIRE JEAN ZAY;public;79.6
28173;ECOLE PRIMAIRE;public;116.0
28253;ECOLE PRIMAIRE LES BLES EN HERBE;public;119.4
28024;ECOLE ELEMENTAIRE YANN ARTHUS BERTRAND;public;109.3
28085;ECOLE ELEMENTAIRE FRANCOIS VILLON;public;113.1
28085;ECOLE ELEMENTAIRE MAURICE DE VLAMINCK;public;116.5
28348;ECOLE ELEMENTAIRE LE PARC 1;public;96.3
28007;ECOLE PRIMAIRE JEAN GOUJON;public;113.8
28036;ECOLE PRIMAIRE;public;117.9
28062;ECOLE PRIMAIRE MARTIAL TAUGOURDEAU;public;115.3
28247;ECOLE ELEMENTAIRE;public;110.5
28018;ECOLE PRIMAIRE;public;98.4
28018;ECOLE ELEMENTAIRE;public;94.2
28194;ECOLE PRIMAIRE;public;101.2
28092;ECOLE PRIMAIRE;public;104.8
28051;ECOLE ELEMENTAIRE LE PETIT PRINCE;public;95.1
28005;ECOLE PRIMAIRE;public;100.6
28057;ECOLE PRIMAIRE;public;100.2
28203;ECOLE PRIMAIRE;public;105.4
28196;ECOLE ELEMENTAIRE LA VIVONNE;public;93.8
28021;ECOLE ELEMENTAIRE JACQUES PREVERT;public;105.3
28081;ECOLE PRIMAIRE PUBLIQUE;public;100.6
28280;ECOLE ELEMENTAIRE SILVIA MONFORT;public;96.3
28072;ECOLE PRIMAIRE LE CHAMP DU SOLEIL;public;100.7
28279;ECOLE ELEMENTAIRE JEAN ROSTAND 1;public;102.0
28055;ECOLE PRIMAIRE;public;115.6
28275;ECOLE PRIMAIRE COMMANDANT COUSTEAU;public;121.0
28417;ECOLE PRIMAIRE;public;121.1
28052;ECOLE PRIMAIRE;public;121.3
28140;ECOLE PRIMAIRE LOUIS DROUET;public;114.3
28172;ECOLE ELEMENTAIRE;public;119.7
28357;ECOLE PRIMAIRE;public;117.4
28033;ECOLE ELEMENTAIRE;public;95.1
28385;ECOLE PRIMAIRE;public;96.7
28319;ECOLE PRIMAIRE;public;95.9
28391;ECOLE ELEMENTAIRE JULIEN MERCIER;public;90.6
28422;ECOLE PRIMAIRE PRIVEE SAINTE JEANNE D ARC;privé sous contrat;103.5
28085;ECOLE PRIMAIRE PRIVEE SAINT FERDINAND;privé sous contrat;132.4
28085;ECOLE PRIMAIRE PRIVEE INSTITUTION GUERY;privé sous contrat;127.4
28089;ECOLE PRIMAIRE PRIVEE INSTITUTION NOTRE DAME;privé sous contrat;116.2
28373;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;privé sous contrat;109.4
28251;ECOLE PRIMAIRE PRIVEE SAINTE AGNES SAINT MARTIN;privé sous contrat;122.7
28309;ECOLE PRIMAIRE ROGER JUDENNE;public;112.1
28378;ECOLE PRIMAIRE;public;92.0
28085;ECOLE PRIMAIRE FRANCINE COURSAGET LA BRECHE;public;111.6
28199;ECOLE ELEMENTAIRE;public;92.2
28135;ECOLE ELEMENTAIRE LA CHEVALERIE;public;121.7
28026;ECOLE PRIMAIRE L ARC EN CIEL;public;104.1
28039;ECOLE PRIMAIRE DES CHAMPS DORES;public;106.9
29039;ECOLE PRIMAIRE PUBLIQUE LE ROUZ;public;119.2
29150;ECOLE PRIMAIRE PUBLIQUE KERGROES;public;108.9
29048;ECOLE PRIMAIRE PUBLIQUE ANTOINE DE SAINT EXUPERY;public;108.3
29224;ECOLE PRIMAIRE PUBLIQUE YVES RIOU;public;107.3
29233;ECOLE ELEMENTAIRE PUBLIQUE JEAN GUEHENNO;public;101.2
29123;ECOLE PRIMAIRE PUBLIQUE DE LENNON;public;101.4
29175;ECOLE PRIMAIRE PUBLIQUE JULES VERNE;public;94.4
29172;ECOLE PRIMAIRE PUBLIQUE FLORENCE ARTHAUD;public;102.5
29256;ECOLE PRIMAIRE PUBLIQUE DE SAINT NIC;public;109.2
29042;ECOLE PRIMAIRE PUBLIQUE JEAN JAURES;public;102.6
29078;ECOLE PRIMAIRE PUBLIQUE PIERRE JAKEZ HELIAS;public;109.7
29302;ECOLE ELEMENTAIRE PUBLIQUE LUCIE AUBRAC;public;103.8
29057;ECOLE PRIMAIRE PUBLIQUE L ENCRE MARINE;public;121.9
29135;ECOLE PRIMAIRE PUBLIQUE JULES FERRY;public;108.8
29146;ECOLE PRIMAIRE PUBLIQUE CADOL;public;104.7
29241;ECOLE ELEMENTAIRE PUBLIQUE DES ETANGS;public;96.1
29003;ECOLE PRIMAIRE PUBLIQUE ESQUIBIEN;public;100.9
29159;ECOLE PRIMAIRE PUBLIQUE LES TROIS POMMIERS;public;102.5
29069;ECOLE ELEMENTAIRE PUBLIQUE CHATEAUBRIAND;public;110.1
29178;ECOLE PRIMAIRE PUBLIQUE FRANCOIS MITTERRAND;public;115.8
29019;ECOLE PRIMAIRE PUBLIQUE QUELIVERZAN;public;96.3
29019;ECOLE PRIMAIRE PUBLIQUE QUATRE MOULINS;public;104.2
29212;ECOLE PRIMAIRE PUBLIQUE ANITA CONTI;public;121.3
29019;ECOLE PRIMAIRE PUBLIQUE KERISBIAN;public;110.4
29019;ECOLE PRIMAIRE PUBLIQUE PILIER ROUGE;public;102.0
29195;ECOLE PRIMAIRE PUBLIQUE DU PHARE;public;108.7
29209;ECOLE PRIMAIRE PUBLIQUE DES MOULINS;public;96.6
29019;ECOLE PRIMAIRE PUBLIQUE KERHALLET;public;86.8
29075;ECOLE PRIMAIRE PUBLIQUE KERAFLOCH;public;123.3
29235;ECOLE PRIMAIRE PUBLIQUE JULES FERRY;public;132.8
29103;ECOLE PRIMAIRE PUBLIQUE JEAN MACE JULES FERRY;public;116.2
29034;ECOLE PRIMAIRE PUBLIQUE CRAGOU MONTS D ARREE;public;97.7
29068;ECOLE PRIMAIRE PUBLIQUE JULES VERNE;public;103.4
29079;ECOLE PRIMAIRE PUBLIQUE ENTRE TERRE ET MER;public;99.0
29186;ECOLE PRIMAIRE PUBLIQUE DE PLOUEZOC H;public;112.2
29093;ECOLE PRIMAIRE PUBLIQUE DU VIEUX PUITS;public;92.1
29259;ECOLE PRIMAIRE PUBLIQUE JEAN JAURES;public;101.0
29020;ECOLE ELEMENTAIRE PUBLIQUE YVES DE KERGUELEN;public;103.5
29151;ECOLE PRIMAIRE PUBLIQUE POAN BEN;public;124.5
29199;ECOLE PRIMAIRE PUBLIQUE DE LANNELVOEZ;public;110.0
29229;ECOLE PRIMAIRE PUBLIQUE DE QUEMENEVEN;public;102.3
29232;ECOLE PRIMAIRE PUBLIQUE KERJESTIN;public;66.5
29081;ECOLE PRIMAIRE PUBLIQUE JULES FERRY;public;92.5
29004;ECOLE ELEMENTAIRE PUBLIQUE MONA OZOUF;public;100.5
29221;ECOLE PRIMAIRE PUBLIQUE LE SPERNOC;public;115.1
29019;ECOLE PRIMAIRE PRIVEE KERMARIA;privé sous contrat;107.0
29011;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LOURDES;privé sous contrat;130.9
29019;ECOLE PRIMAIRE PRIVEE SAINT VINCENT;privé sous contrat;118.1
29190;ECOLE PRIMAIRE PRIVEE SACRE COEUR;privé sous contrat;114.9
29209;ECOLE PRIMAIRE PRIVEE SAINT JAOUA;privé sous contrat;106.6
29277;ECOLE PRIMAIRE PRIVEE SAINT VINCENT;privé sous contrat;110.3
29266;ECOLE PRIMAIRE PRIVEE SACRE COEUR;privé sous contrat;103.4
29193;ECOLE PRIMAIRE PRIVEE NOTRE DAME;privé sous contrat;106.9
29047;ECOLE PRIMAIRE PRIVEE SAINT ADRIEN;privé sous contrat;112.8
29206;ECOLE PRIMAIRE PRIVEE SAINTE FAMILLE;privé sous contrat;101.7
29030;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;111.7
29185;ECOLE PRIMAIRE PRIVEE NOTRE DAME DES VICTOIRES;privé sous contrat;111.6
29192;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;privé sous contrat;97.3
29006;ECOLE PRIMAIRE PRIVEE NOTRE DAME STEREDENN VOR;privé sous contrat;128.5
29058;ECOLE PRIMAIRE PRIVEE NOTRE DAME D ESPERANCE;privé sous contrat;131.2
29003;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;privé sous contrat;107.5
29008;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LA CLARTE;privé sous contrat;93.6
29143;ECOLE PRIMAIRE PRIVEE SAINT PIERRE;privé sous contrat;99.6
29225;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LORETTE;privé sous contrat;105.8
29232;ECOLE PRIMAIRE PRIVEE SAINT RAPHAEL SAINT CHARLES;privé sous contrat;119.8
29232;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;privé sous contrat;119.2
29106;ECOLE PRIMAIRE PRIVEE SAINT RENE;privé sous contrat;112.8
29216;ECOLE PRIMAIRE PRIVEE NOTRE DAME DES GRACES;privé sous contrat;115.9
29293;ECOLE PRIMAIRE PRIVEE SAINT MICHEL;privé sous contrat;112.9
29031;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LA GARDE;privé sous contrat;115.1
29019;ECOLE ELEMENTAIRE PUBLIQUE GUERIN;public;125.2
29137;ECOLE PRIMAIRE PUBLIQUE DE LOGONNA DAOULAS;public;125.3
29291;ECOLE PRIMAIRE PUBLIQUE DE TREGOUREZ;public;92.6
29302;ECOLE PRIMAIRE PUBLIQUE JOSETTE ET JEAN CORNEC;public;104.1
29006;ECOLE PRIMAIRE PUBLIQUE KERNEVEZ;public;121.7
29147;ECOLE PRIMAIRE PUBLIQUE PIERRE JAKEZ HELIAS;public;104.1
29274;ECOLE ELEMENTAIRE PUBLIQUE JOLIOT CURIE;public;91.2
29019;ECOLE PRIMAIRE PUBLIQUE KERBERNARD;public;87.3
29022;ECOLE PRIMAIRE PUBLIQUE LOUISE MICHEL;public;104.7
29059;ECOLE PRIMAIRE PUBLIQUE YVES LAVIEC;public;111.7
29105;ECOLE PRIMAIRE PUBLIQUE RUE D ARVOR;public;89.1
29161;ECOLE ELEMENTAIRE PUBLIQUE RENE TRESSARD;public;111.6
29232;ECOLE PRIMAIRE PUBLIQUE JACQUES PREVERT;public;117.1
29124;ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT;public;99.1
29170;ECOLE PRIMAIRE PUBLIQUE LUCIE AUBRAC;public;113.9
29026;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;105.6
29277;ECOLE PRIMAIRE PUBLIQUE DE SIZUN;public;101.6
13210;ECOLE ELEMENTAIRE LA TIMONE;public;107.7
13207;ECOLE ELEMENTAIRE AMEDEE AUTRAN;public;130.1
13215;ECOLE ELEMENTAIRE VISTE BOUSQUET;public;74.0
13207;ECOLE PRIMAIRE BOMPARD;public;137.6
13206;ECOLE ELEMENTAIRE BRETEUIL;public;132.4
13209;ECOLE ELEMENTAIRE CABOT;public;130.1
13204;ECOLE ELEMENTAIRE CHARTREUX;public;110.6
13211;ECOLE ELEMENTAIRE CITE MICHELIS 2;public;93.3
13203;ECOLE ELEMENTAIRE KLEBER;public;71.9
13208;ECOLE ELEMENTAIRE LAPIN BLANC;public;114.8
